# avg_r,avg_g
46.59,86.73
44.01,87.82
45.37,87.29
45.95,86.77
44.27,88.39
44.95,87.74
44.38,88.22
44.20,86.70
45.76,88.25
45.36,88.34
45.34,90.04
44.90,85.94
43.84,87.32
46.47,89.75
46.39,88.35
45.57,88.42
43.75,89.41
45.08,85.36
44.00,89.39
44.57,88.41
45.44,87.14
46.24,85.65
44.54,89.21
43.58,88.47
46.42,87.85
46.17,88.49
45.44,90.28
45.68,88.24
44.56,88.65
44.13,88.35
46.13,86.89
44.84,88.41
44.41,89.02
44.53,88.54
46.04,86.04
47.34,87.65
44.37,88.28
46.87,88.21
44.23,87.74
46.17,87.37
45.06,88.03
44.61,88.34
45.04,87.10
44.61,87.71
46.52,87.30
45.82,87.01
46.28,87.59
43.78,86.88
45.57,87.20
44.61,86.27
45.16,88.15
46.12,88.65
44.60,88.23
43.15,90.43
44.52,87.93
47.09,88.62
44.92,88.71
43.13,87.98
47.17,87.97
46.58,89.18
46.76,88.51
44.02,87.75
45.68,87.72
45.70,88.38
43.94,89.01
46.28,87.32
44.60,87.62
42.64,88.02
45.43,86.39
45.12,88.14
46.66,88.19
44.48,87.75
44.76,89.19
46.27,88.19
44.93,90.34
44.82,87.29
44.38,89.10
46.73,88.00
46.20,88.54
45.16,88.19
46.26,87.63
45.15,88.97
45.76,87.46
45.10,87.53
45.00,89.59
44.12,88.93
43.68,88.51
45.52,87.74
45.27,89.73
44.68,89.27
43.89,86.78
44.03,88.11
44.73,89.46
45.03,87.14
43.02,88.30
46.21,89.90
44.98,90.31
44.33,88.90
45.35,89.81
45.02,86.48
46.40,89.26
44.33,87.68
45.18,87.01
44.83,89.39
44.58,86.54
44.01,87.00
45.39,89.27
45.48,89.25
45.00,86.68
43.73,88.34
44.38,87.58
45.64,88.66
45.84,87.77
44.05,89.23
46.17,88.91
45.08,87.13
45.13,87.97
43.67,88.41
45.71,88.38
44.65,87.85
43.85,89.37
47.80,86.78
46.12,88.79
44.54,90.09
44.22,89.04
43.43,87.97
46.41,88.21
46.03,88.85
44.80,88.66
45.61,89.32
45.68,89.26
47.15,87.28
43.63,88.35
44.84,87.01
45.97,89.48
44.72,86.57
45.05,88.67
45.06,89.49
44.38,89.39
45.35,88.57
45.37,88.72
43.00,87.91
44.46,89.18
46.01,86.41
46.05,88.69
43.54,87.24
45.67,87.20
45.17,87.91
45.89,87.42
43.69,87.86
44.03,85.47
46.55,88.57
44.77,89.10
46.85,87.05
45.10,86.79
44.76,89.38
46.20,87.78
45.20,89.44
44.50,86.74
45.87,87.80
45.15,87.72
44.94,88.19
44.24,87.08
43.87,89.47
44.61,88.28
43.37,87.39
45.65,88.48
43.27,88.47
46.87,87.02
44.72,87.39
44.71,87.92
44.89,88.19
45.64,87.80
43.85,88.40
43.67,87.50
45.77,88.90
46.22,86.43
44.98,88.06
43.53,87.39
46.05,87.68
44.49,88.57
46.08,88.37
44.83,87.79
45.34,88.55
44.54,88.70
44.38,88.78
45.42,88.94
45.84,88.97
45.38,87.75
43.18,87.21
45.52,88.56
45.26,87.74
45.87,88.84
45.68,89.55
45.72,87.43
46.39,87.48
46.20,88.00
43.91,86.83
45.48,87.54
45.52,87.41
45.93,88.50
43.85,87.22
43.55,87.40
45.84,86.42
45.98,86.98
46.48,87.44
44.11,87.77
45.21,87.31
45.23,87.43
46.09,87.78
46.26,86.97
45.24,89.32
45.44,87.59
44.49,88.33
45.61,88.84
44.15,87.15
43.41,88.65
45.25,88.06
45.01,88.14
43.23,87.83
46.39,87.90
45.43,87.37
47.24,86.18
45.97,86.17
46.60,87.89
44.84,87.99
44.83,89.24
42.99,87.52
44.59,88.07
43.99,87.34
43.66,87.30
46.37,87.86
44.34,87.57
45.44,86.63
45.11,88.56
43.95,88.41
44.86,88.56
45.04,88.81
45.04,87.99
44.40,88.54
45.35,87.21
46.54,87.57
45.65,88.26
45.65,87.28
46.23,87.21
45.94,86.66
44.57,87.52
44.51,88.44
44.04,88.48
44.38,87.66
44.18,88.69
45.65,88.86
45.84,88.44
45.47,88.15
45.65,88.15
45.25,87.32
44.25,88.27
45.89,89.53
44.53,87.72
46.01,88.32
44.17,88.86
45.05,88.04
46.09,89.21
45.97,87.72
43.36,87.13
46.27,87.77
46.13,86.49
46.32,89.44
45.00,87.60
44.26,88.55
45.13,87.40
45.10,86.52
45.49,88.15
46.17,86.64
46.30,86.52
45.93,88.18
43.36,87.94
47.66,90.57
46.63,89.90
45.24,87.13
45.84,86.62
47.34,87.69
44.32,86.29
45.61,87.78
43.55,89.15
44.63,88.50
45.10,88.37
45.60,89.04
44.26,88.54
45.20,88.27
44.55,87.61
47.70,89.29
45.58,87.69
45.55,89.40
43.27,88.35
46.70,87.16
45.99,88.29
45.85,87.49
44.09,89.24
45.81,87.38
47.18,88.19
46.15,88.78
45.96,89.38
45.18,88.39
46.34,88.44
44.70,87.60
44.25,87.24
45.21,87.34
46.22,87.54
46.20,88.95
46.18,87.39
46.75,87.25
45.35,88.18
46.75,88.67
45.53,88.88
47.13,86.63
46.25,86.92
46.45,88.40
45.24,87.79
44.26,87.64
45.36,86.30
45.66,86.93
44.64,89.19
44.54,88.29
45.26,88.44
45.38,87.51
44.37,88.49
45.39,88.07
45.16,87.35
44.72,86.95
43.72,87.93
43.78,88.05
44.63,89.76
44.00,87.89
45.25,88.69
43.68,86.40
47.68,88.62
43.81,87.61
43.18,89.32
45.49,86.55
44.92,88.13
44.58,87.67
42.51,88.91
44.96,88.06
46.42,89.87
44.00,88.82
45.24,87.54
45.00,87.54
44.42,89.46
45.35,88.35
46.32,87.89
43.98,87.91
45.02,87.84
45.17,87.17
44.27,86.89
45.17,88.78
44.71,88.49
43.80,87.07
45.26,88.32
46.85,86.90
45.86,87.88
45.47,87.99
44.38,87.94
43.11,87.01
45.84,88.20
44.82,88.43
44.16,87.46
43.59,86.11
45.18,86.45
45.62,87.86
45.22,88.06
45.24,89.09
43.88,87.42
45.32,88.44
44.27,89.70
45.79,88.05
42.52,87.53
44.10,88.97
45.65,89.48
44.56,88.40
44.28,88.60
46.14,88.31
46.52,88.77
44.46,88.10
46.47,87.81
46.64,88.03
44.29,86.73
45.47,88.39
45.27,86.00
45.98,88.28
44.50,86.68
44.28,89.62
44.52,88.36
44.65,88.03
44.68,87.03
44.15,87.61
44.10,88.77
46.22,87.14
44.02,87.62
44.82,87.57
44.78,89.06
44.96,90.08
45.65,87.33
46.06,88.45
45.32,87.87
45.47,85.10
45.37,87.89
43.35,87.68
45.86,88.24
44.61,89.30
44.47,89.23
46.89,87.24
43.72,88.75
46.35,88.00
44.19,87.88
44.75,87.42
46.06,88.67
45.63,87.92
44.33,88.50
45.44,88.60
44.53,88.23
44.27,88.57
44.87,87.48
44.59,87.86
44.26,89.28
44.00,87.89
43.55,87.76
44.58,88.45
45.25,87.80
45.81,87.32
45.78,87.44
45.92,88.28
46.96,89.21
45.29,86.61
45.36,88.15
45.53,88.46
45.69,87.58
44.24,87.42
45.73,87.97
45.08,87.84
46.52,88.48
44.57,87.41
44.35,87.66
45.04,88.29
44.44,87.18
43.78,88.82
43.34,89.22
45.24,89.15
43.28,86.04
45.65,88.83
46.32,89.29
44.98,89.66
46.15,88.32
45.22,87.66
44.96,87.91
44.42,90.26
45.03,87.70
45.67,87.67
46.03,87.67
43.91,88.35
44.41,88.22
45.62,86.78
43.50,88.13
43.44,87.83
44.82,86.79
45.25,87.20
45.51,88.82
43.20,88.18
44.80,88.27
44.44,86.97
45.76,88.25
44.54,88.46
45.25,87.90
45.59,87.99
46.39,87.41
43.87,89.36
45.07,87.67
44.38,88.88
43.82,87.55
46.09,87.10
44.31,88.10
45.09,88.43
43.66,87.83
44.55,87.86
46.70,87.36
44.48,89.14
45.11,89.17
44.95,86.34
45.52,88.91
45.93,88.34
46.57,87.39
45.30,88.11
44.26,89.44
45.30,86.48
47.04,88.88
46.00,87.36
42.96,87.99
45.52,88.93
43.74,87.44
42.62,88.88
43.69,88.58
44.40,88.98
43.28,88.73
46.04,87.19
45.31,89.06
44.58,87.39
45.53,85.25
45.15,87.48
46.22,87.85
46.12,88.69
42.85,88.27
45.40,88.33
44.08,88.46
45.29,88.14
45.90,88.30
46.60,87.02
45.76,89.31
45.16,90.19
45.47,88.96
46.22,88.63
44.37,87.59
45.58,89.11
45.26,87.48
45.89,89.10
45.18,87.28
45.54,89.28
44.51,88.44
43.47,88.03
45.93,87.57
43.93,86.78
44.43,89.39
45.18,89.08
43.87,88.16
44.93,87.37
45.40,87.23
45.57,87.85
44.04,88.14
45.02,86.14
43.15,88.03
45.36,86.47
44.96,89.06
44.48,86.76
44.42,88.10
43.84,88.87
44.33,86.50
43.47,89.41
44.51,86.15
44.13,88.89
45.41,87.29
44.53,87.82
45.47,86.87
44.68,87.41
46.28,87.11
45.39,89.19
44.02,87.79
45.38,88.58
45.62,90.58
44.00,89.36
45.64,87.02
44.90,87.18
43.16,88.50
45.99,85.37
45.50,87.27
44.21,88.10
46.51,87.70
44.23,86.98
44.94,86.51
46.13,85.87
46.89,86.72
44.87,88.52
44.52,88.69
45.96,88.58
44.40,87.70
45.01,87.44
44.20,87.86
45.07,86.91
44.62,88.49
44.52,87.98
45.41,87.36
45.08,88.03
45.97,85.85
45.59,87.80
45.68,89.20
45.32,86.99
45.51,88.02
45.97,87.44
44.80,88.30
45.74,88.45
46.04,88.13
45.83,87.49
45.23,87.05
46.13,86.63
45.30,87.35
43.10,88.67
45.61,87.73
45.23,87.95
45.46,89.22
44.64,87.80
46.53,87.41
44.62,88.39
46.26,89.49
44.25,87.80
44.09,87.97
44.74,89.38
44.39,88.67
45.73,85.92
44.81,87.87
44.74,87.31
45.49,88.96
44.09,87.54
46.58,86.46
45.70,88.49
44.84,89.25
44.46,87.57
44.85,89.77
44.03,89.90
43.46,87.31
45.01,88.69
44.57,86.39
45.73,88.47
43.92,86.43
44.38,85.51
45.69,88.96
43.54,89.13
44.32,87.37
44.90,90.23
45.60,87.65
45.18,88.80
45.80,88.41
44.84,88.56
43.43,89.72
44.34,89.73
45.38,88.80
45.08,88.36
44.27,88.23
44.19,87.73
44.15,87.81
46.83,88.28
46.27,87.52
46.71,88.38
44.05,88.24
45.64,89.75
43.06,86.94
45.02,88.32
42.67,87.29
44.02,88.32
44.47,88.85
44.67,89.37
42.88,89.13
45.09,86.04
46.46,87.87
46.06,89.65
45.01,88.35
45.52,89.33
46.02,87.54
45.75,87.48
44.75,87.22
44.06,88.64
45.29,87.94
45.35,88.31
46.27,87.32
44.13,88.07
43.85,88.86
44.62,88.03
45.38,89.85
45.30,88.90
45.14,88.30
45.64,87.47
45.52,86.20
45.81,87.35
45.55,88.56
44.11,86.70
46.48,87.37
43.88,88.50
44.79,88.43
45.97,88.70
45.34,88.59
44.33,86.31
46.77,86.90
45.36,89.07
45.75,87.69
45.64,86.37
44.77,86.69
45.89,89.03
43.37,87.71
44.97,87.99
44.16,87.60
44.44,89.04
45.23,86.10
44.20,88.06
43.81,88.60
44.24,87.87
45.88,89.01
45.30,88.42
42.17,88.00
44.41,87.87
44.28,86.90
43.28,87.86
45.42,88.96
43.59,88.98
45.40,89.32
46.28,87.83
43.61,88.61
43.94,88.45
45.49,89.07
47.05,87.20
46.23,87.74
44.96,88.45
44.53,88.30
46.41,89.28
45.48,87.16
45.94,87.35
45.55,89.64
44.30,87.43
44.93,86.88
45.68,89.13
45.66,87.53
43.90,88.02
43.81,85.89
44.74,87.03
45.21,89.19
45.38,87.78
44.90,87.22
41.31,88.53
44.94,89.30
42.60,88.43
45.49,87.66
44.14,88.93
45.55,87.26
45.92,86.88
45.66,87.79
44.76,86.81
43.27,88.75
47.41,88.18
46.14,88.77
44.56,88.65
45.28,89.07
43.99,87.03
45.59,87.60
46.27,87.91
44.30,87.95
46.33,87.26
43.73,89.08
44.17,87.95
46.28,87.44
47.04,89.20
46.41,87.92
45.37,88.35
44.33,87.72
44.70,87.06
46.65,87.11
44.95,88.69
45.00,90.03
45.02,87.38
43.31,86.95
44.23,88.12
44.52,88.00
81.67,78.54
80.47,61.35
62.22,75.28
99.38,68.55
92.52,74.06
71.03,82.09
78.85,76.16
74.67,76.94
66.96,84.92
76.24,71.42
72.30,69.92
84.61,69.61
99.37,86.82
80.09,71.03
76.95,86.81
90.07,81.19
89.67,61.73
63.65,79.47
94.31,68.26
84.86,85.07
75.90,74.78
74.90,84.55
88.87,80.16
93.24,82.28
69.04,56.57
79.73,80.15
48.05,83.82
72.38,71.51
82.05,54.92
92.13,67.88
86.68,95.13
75.16,68.30
69.01,71.16
72.83,73.78
82.49,58.88
94.63,85.05
80.45,75.40
86.62,76.15
96.51,74.03
78.59,69.39
77.16,83.39
83.87,60.50
84.07,72.21
98.04,65.73
81.66,78.47
77.26,83.04
83.14,67.91
74.99,73.00
92.96,80.17
92.34,72.54
70.00,64.05
89.57,80.81
83.87,81.33
95.61,61.30
73.36,71.28
84.72,72.63
89.34,76.18
85.34,77.71
60.21,86.30
84.32,69.49
65.29,72.36
91.82,53.95
89.34,62.26
87.97,69.79
85.75,63.76
93.36,68.97
75.63,78.99
77.82,64.26
73.57,60.73
79.82,95.76
67.52,70.98
78.02,75.57
99.45,76.95
79.64,79.01
83.48,75.67
72.16,72.24
82.35,84.45
86.03,77.92
92.25,69.67
81.46,72.52
85.44,71.89
79.22,79.27
76.60,76.96
84.83,82.59
90.69,69.80
79.89,68.87
84.10,87.00
81.28,73.91
78.94,90.64
82.15,80.49
73.46,86.78
64.54,76.67
71.44,86.11
89.62,68.11
90.71,75.93
70.60,75.28
77.63,79.20
89.32,75.66
65.86,84.56
83.72,68.58
78.75,77.06
67.98,68.73
88.63,73.77
66.09,59.02
79.59,78.09
76.36,66.82
80.14,66.82
88.84,78.12
68.92,79.33
71.19,57.28
72.03,66.77
82.37,69.52
98.87,71.75
82.57,77.02
99.09,81.92
78.99,71.59
83.00,80.55
80.90,80.39
67.71,62.62
86.97,65.93
86.61,81.71
71.14,73.10
83.01,64.30
85.38,75.75
66.90,85.21
91.33,86.50
76.23,75.25
72.62,81.19
84.34,78.22
83.05,56.38
70.99,75.54
72.40,65.85
92.02,78.92
75.49,77.49
74.91,84.08
75.03,74.38
86.27,74.47
65.54,84.84
74.79,95.32
80.23,74.97
81.51,85.19
71.04,73.97
82.62,58.88
83.03,74.34
88.88,67.22
73.08,83.41
81.16,74.92
81.12,68.29
77.15,65.17
92.53,62.11
97.05,73.43
60.86,67.49
67.69,66.35
69.23,66.59
73.42,90.33
80.82,66.19
90.54,75.79
70.92,79.99
78.21,80.39
70.35,67.46
106.62,87.28
83.15,76.63
91.29,57.92
69.86,73.28
90.81,58.64
70.52,81.66
90.90,92.11
81.25,74.38
76.14,65.82
93.93,74.58
94.29,81.33
76.33,70.54
78.81,74.96
85.45,74.54
81.56,66.22
93.43,77.67
76.97,83.63
95.34,63.15
82.24,74.67
87.96,84.20
94.39,69.84
71.54,83.18
73.72,69.85
89.47,78.32
75.30,59.62
67.86,61.35
75.02,82.13
83.26,72.08
74.43,82.89
70.92,66.25
81.94,81.67
85.23,67.40
93.39,83.29
68.23,78.37
77.84,87.41
90.66,76.24
64.53,57.35
97.33,65.44
66.23,94.08
73.88,76.71
81.16,79.88
81.23,71.95
80.29,76.75
84.70,77.88
66.34,83.27
77.91,75.32
74.11,73.86
83.29,68.60
71.14,71.55
75.03,68.23
73.08,54.52
86.47,71.78
89.03,58.68
77.20,71.49
92.47,70.32
88.90,77.66
72.65,69.46
75.85,77.71
62.60,79.54
78.85,51.04
75.40,76.62
76.81,82.35
81.88,66.68
88.36,78.06
86.64,78.59
80.02,75.94
70.31,87.60
86.77,90.80
79.05,75.07
82.86,89.01
92.15,68.46
85.50,82.01
78.39,92.17
83.81,85.14
91.16,74.78
85.74,84.83
84.57,80.07
91.31,92.50
95.91,70.29
81.43,81.53
68.32,66.25
72.08,84.58
73.41,66.43
69.96,69.77
98.28,74.34
71.69,79.14
74.91,77.71
75.22,85.23
82.84,82.84
82.43,77.72
84.39,59.75
74.97,72.84
83.71,76.51
83.04,67.43
71.09,73.36
59.17,74.62
82.38,78.96
71.99,78.94
86.06,72.74
84.41,70.57
73.41,78.43
79.01,88.95
62.29,56.77
80.87,60.13
74.99,67.79
73.85,77.17
85.24,64.64
79.60,78.88
80.37,61.49
89.54,81.02
68.34,65.84
81.85,89.15
80.10,78.51
81.35,85.51
78.63,78.97
89.03,69.26
73.29,67.09
84.19,83.61
78.57,74.07
79.45,89.20
76.23,76.34
84.35,59.15
62.97,73.51
74.01,82.20
77.55,96.47
72.06,80.75
72.03,75.19
64.79,70.40
86.00,67.83
76.48,78.47
70.96,66.49
77.38,71.68
63.62,86.85
88.69,69.99
81.62,68.72
78.17,88.81
73.34,87.94
81.29,82.12
75.15,86.90
102.27,67.39
65.80,68.30
84.94,73.73
80.35,66.86
89.45,61.14
80.84,79.23
91.62,78.20
71.04,83.63
79.99,63.60
66.57,79.07
68.19,73.72
77.22,83.03
49.16,67.89
82.54,56.12
83.04,93.38
74.78,75.86
80.21,91.44
82.20,85.39
74.18,87.83
91.32,81.67
77.07,67.13
85.59,86.99
81.23,75.91
78.79,79.69
67.24,79.22
74.40,52.60
71.23,52.25
76.95,66.95
74.33,88.72
76.23,77.73
86.66,79.23
84.83,75.19
104.15,74.14
87.66,80.92
76.99,91.48
81.99,75.56
82.12,70.94
66.97,69.56
79.63,93.70
78.38,69.64
85.51,86.90
71.95,60.02
64.01,74.45
95.22,74.45
67.26,82.48
76.62,77.87
69.06,64.94
86.55,85.03
74.06,54.11
95.81,79.82
79.87,71.94
67.28,83.81
93.25,74.80
87.08,72.77
90.44,83.50
84.52,86.39
71.67,90.56
69.68,82.75
72.01,63.30
100.76,77.68
87.29,76.86
90.16,74.90
66.29,67.20
85.88,77.35
61.62,74.89
74.78,84.32
84.63,66.37
76.83,69.28
70.87,69.03
81.03,71.44
84.75,60.76
70.22,76.19
74.95,65.70
72.15,65.54
80.89,77.49
70.32,70.71
79.94,88.23
97.16,80.98
80.07,76.65
86.72,66.41
69.79,84.91
73.47,77.09
68.19,80.25
83.68,62.14
81.72,66.77
68.62,85.88
86.99,75.61
90.22,81.50
90.67,63.55
76.08,81.50
84.55,82.35
71.73,63.15
94.13,65.38
63.53,75.90
76.97,66.50
83.30,81.47
79.50,86.71
72.49,75.26
74.48,70.55
83.61,67.89
78.57,66.06
93.81,72.21
86.82,83.12
97.42,80.66
97.22,71.17
82.76,77.37
75.68,77.38
73.36,71.80
71.83,80.04
83.81,83.67
77.99,66.38
92.08,87.18
70.14,68.59
86.10,85.17
95.55,75.71
79.45,66.55
88.60,79.04
75.86,71.93
65.27,74.46
78.18,64.76
71.07,79.13
64.19,71.40
98.14,74.33
65.16,74.94
80.05,74.67
69.77,68.12
81.26,80.39
88.89,84.75
79.13,67.62
82.96,62.33
91.41,74.22
91.42,76.45
85.16,74.62
72.25,60.77
70.99,87.51
88.23,88.91
72.09,53.88
90.47,70.49
84.02,74.13
96.21,71.53
77.19,81.56
88.71,58.56
78.43,86.16
90.55,86.91
81.71,78.65
80.61,76.82
84.61,74.53
64.91,70.67
78.78,56.61
84.03,85.77
67.02,76.95
60.36,65.91
88.16,71.84
68.65,60.05
96.21,78.04
81.43,90.76
75.28,66.10
67.54,88.51
62.41,65.37
91.07,67.85
81.56,61.70
96.45,77.55
89.13,74.03
90.53,68.22
79.71,88.69
73.15,89.85
92.49,69.70
94.12,70.72
82.38,59.27
82.26,81.92
84.94,69.10
82.57,76.64
92.49,61.84
86.08,79.55
77.53,77.83
82.72,71.07
81.59,61.04
75.35,74.37
76.64,70.10
75.41,83.23
73.19,69.81
88.97,70.25
98.85,85.50
78.84,70.35
85.18,58.41
76.10,69.66
73.04,85.68
68.69,69.94
76.94,72.56
87.99,88.81
81.03,61.52
76.20,79.03
69.00,82.41
65.88,57.55
86.85,70.04
76.43,69.73
75.82,71.18
87.41,77.59
77.95,64.53
80.22,77.92
65.98,78.96
77.89,65.84
87.72,83.49
71.16,77.84
82.08,79.79
80.38,77.70
87.33,85.19
66.71,86.77
78.22,75.10
92.18,80.78
83.92,73.63
73.22,87.83
84.78,72.25
88.29,70.16
84.76,83.46
93.71,77.69
48.92,74.64
87.24,71.00
84.77,67.83
95.89,70.03
83.67,69.28
89.43,77.76
66.51,76.15
72.92,73.20
94.87,67.07
88.95,74.80
81.61,75.94
78.19,79.67
78.03,87.66
92.33,65.65
84.45,66.10
96.70,75.32
99.40,61.54
87.56,75.00
80.41,88.04
70.20,63.21
91.40,77.61
83.99,71.33
81.97,82.73
71.81,82.26
82.29,82.72
74.88,72.27
83.28,76.69
78.13,82.48
85.83,82.67
68.08,74.09
68.22,77.11
75.13,82.14
76.97,68.44
71.39,73.99
80.38,75.61
67.42,63.74
71.70,78.96
85.39,81.42
73.30,79.91
88.01,66.52
59.02,68.57
90.97,67.28
81.54,82.02
72.36,79.13
78.37,79.81
76.57,68.32
80.91,64.12
83.02,83.28
83.23,84.66
72.67,78.02
75.65,74.86
82.72,74.15
87.29,68.84
74.03,71.10
87.91,85.66
77.02,70.69
82.72,70.28
81.90,85.74
75.40,64.16
87.24,78.67
94.04,90.66
68.87,84.58
91.56,73.45
90.12,80.84
79.66,93.89
87.06,79.57
94.66,81.07
65.84,74.72
98.01,63.09
81.28,67.83
72.64,69.50
76.84,79.65
71.18,90.55
80.12,87.06
89.31,61.90
88.26,77.49
76.27,74.59
57.98,80.48
69.18,77.17
73.90,110.16
93.22,90.75
76.97,67.11
80.15,72.23
54.56,74.99
70.23,64.49
59.58,62.69
85.84,74.92
73.64,79.54
89.16,69.50
60.60,86.25
74.00,61.50
73.41,75.14
82.11,100.68
92.16,69.33
93.88,71.10
88.54,69.36
82.57,79.07
80.74,69.03
76.13,60.50
58.85,85.28
90.82,75.01
78.66,68.27
79.11,64.32
78.10,69.76
65.94,73.48
87.24,57.27
86.06,61.11
71.15,78.25
75.89,81.31
86.02,65.70
91.89,63.88
86.05,73.40
80.03,67.22
84.40,71.94
90.43,73.20
86.42,64.48
89.17,70.82
62.50,65.48
81.36,84.26
79.84,88.49
102.66,70.99
77.02,88.91
68.41,70.67
83.57,77.94
80.28,68.96
80.68,78.21
95.29,90.46
71.40,79.30
75.59,83.88
92.64,67.04
76.01,72.67
90.09,75.74
76.48,81.01
81.78,74.78
81.63,67.93
91.26,66.42
84.07,68.89
72.62,76.25
93.35,87.95
69.53,68.22
69.70,70.15
72.33,88.12
81.10,72.91
68.34,70.55
80.46,73.02
83.18,69.21
73.38,69.98
82.35,77.67
90.82,75.49
75.89,67.00
84.13,74.56
78.60,89.13
82.95,85.01
73.66,69.19
83.08,84.72
102.67,76.14
69.97,66.08
80.95,82.94
95.46,76.33
73.00,68.05
76.68,68.68
80.68,75.23
88.35,75.40
73.98,77.73
71.91,80.16
68.57,77.81
93.34,70.29
79.41,83.18
79.82,75.58
71.16,74.48
85.76,65.90
76.80,74.42
60.18,66.57
81.80,62.89
78.01,84.55
83.66,67.96
78.24,70.42
76.41,59.77
70.04,84.47
80.55,74.81
88.94,77.53
97.60,85.85
78.78,76.61
75.48,84.96
86.95,65.21
64.53,61.36
75.57,58.33
67.99,76.44
73.05,70.27
78.28,73.18
80.87,89.16
77.42,61.61
78.59,79.08
87.99,84.04
60.17,73.57
79.85,84.18
91.52,52.71
92.41,81.61
89.19,78.52
79.82,70.19
76.39,86.76
94.40,74.05
77.21,70.94
85.88,61.30
67.38,58.87
78.24,66.88
76.62,90.48
73.52,89.58
93.71,93.70
84.20,80.40
90.10,82.08
75.78,91.09
82.22,85.36
77.01,55.59
78.77,80.06
67.23,83.29
81.80,67.20
77.82,85.69
78.46,80.32
71.04,68.34
89.55,73.43
75.53,79.14
87.53,62.60
92.13,83.38
79.34,69.30
75.46,84.47
75.45,86.60
70.57,59.30
81.20,86.76
74.30,71.27
91.77,79.05
78.82,79.69
94.61,73.71
75.20,82.63
82.36,74.55
64.17,68.44
76.85,65.69
84.39,65.16
94.39,72.79
84.56,74.71
76.05,82.84
75.91,82.45
80.82,71.73
70.83,64.20
80.39,74.92
79.04,75.38
73.56,75.67
84.98,80.50
69.66,63.13
67.34,54.58
88.17,65.67
84.95,66.88
84.55,86.07
84.78,66.76
92.61,65.17
85.79,73.19
85.72,73.17
82.72,81.42
78.44,63.02
84.92,80.02
80.58,75.26
83.20,59.71
71.90,79.46
80.88,70.89
82.84,79.07
68.61,84.71
96.04,76.52
82.36,77.84
80.87,82.72
85.43,66.61
84.82,61.64
85.98,90.98
75.90,79.14
92.51,82.10
73.91,75.92
74.72,61.30
85.80,66.16
67.33,68.21
65.66,80.81
87.57,60.75
58.55,82.96
89.34,77.36
82.56,75.11
100.18,77.86
68.48,82.98
89.62,61.91
78.98,86.17
82.16,76.13
73.93,88.17
88.12,65.99
63.49,78.90
79.55,72.66
83.53,78.90
62.41,76.58
74.84,75.44
78.44,78.70
80.94,62.82
79.61,78.22
71.74,71.83
72.68,80.00
82.21,68.86
84.19,76.43
88.00,95.93
80.96,77.90
75.81,79.82
85.00,65.40
63.67,88.84
80.08,76.04
71.25,85.69
79.74,89.86
82.87,81.90
81.86,83.67
75.06,78.33
75.02,71.63
88.87,71.41
67.74,73.06
75.66,78.26
89.47,72.74
75.55,65.70
83.68,83.99
77.29,72.94
64.03,73.48
94.44,63.41
79.17,75.67
72.41,89.14
75.63,75.44
99.08,73.50
89.78,89.31
83.31,85.98
85.15,63.82
86.95,69.89
73.98,61.80
72.17,64.67
74.34,76.16
73.85,72.47
74.92,80.17
79.16,57.12
67.67,71.85
67.31,68.02
86.86,67.44
70.34,73.19
78.20,60.78
76.19,81.21
85.82,73.67
84.21,68.18
90.55,62.72
86.78,49.66
71.82,72.30
84.72,58.84
82.62,87.67
62.89,81.01
88.09,49.49
91.88,86.59
70.81,68.79
72.32,64.76
88.76,71.04
76.78,73.17
90.55,66.21
71.19,72.71
85.50,82.54
83.89,73.82
87.19,78.87
73.79,73.78
89.60,78.94
69.94,79.54
67.83,72.11
76.94,71.03
81.37,80.04
95.28,70.22
69.93,65.57
63.85,75.27
69.31,85.13
79.77,80.79
92.30,73.70
66.86,66.93
88.79,68.09
100.91,74.24
78.14,75.49
81.98,69.10
73.86,59.58
73.29,73.45
72.82,73.54
70.44,67.72
71.81,73.17
83.51,91.79
74.93,84.36
86.00,61.20
81.47,61.12
84.22,73.45
82.75,81.03
66.07,93.47
71.79,68.46
81.96,71.08
80.10,81.17
78.28,75.36
75.14,70.27
69.33,56.05
85.12,67.76
63.45,66.19
88.69,82.98
71.39,74.21
74.71,62.11
80.12,76.55
64.47,85.94
89.54,74.31
84.15,85.98
85.32,75.76
69.69,79.81
80.56,71.90
81.52,95.70
84.68,71.78
81.96,55.49
51.84,72.72
80.74,78.75
87.96,70.54
81.19,66.47
83.76,86.17
82.03,79.31
89.13,80.95
69.34,82.06
85.49,71.87
63.01,66.09
76.74,72.11
68.32,83.75
66.74,67.17
80.12,73.72
64.07,73.47
75.48,63.69
95.47,78.86
76.66,74.56
78.38,78.73
80.03,75.91
82.19,63.32
85.84,60.47
70.12,66.86
87.29,84.16
92.51,95.67
71.45,65.41
83.78,73.53
100.72,99.12
73.05,83.82
90.04,63.23
84.59,75.58
92.78,83.64
80.76,75.09
78.82,74.72
76.39,60.31
91.39,79.97
68.62,72.45
75.17,85.62
88.39,79.46
76.71,69.57
69.63,82.00
75.07,83.49
61.44,81.02
94.38,76.46
63.48,68.40
75.19,92.22
72.08,79.00
77.07,68.59
99.86,89.42
84.09,49.89
84.37,58.46
86.28,67.31
88.78,70.76
84.87,72.20
77.54,91.55
81.86,70.91
90.85,76.68
76.59,70.70
91.97,77.51
93.54,74.05
86.73,75.90
95.40,79.44
80.29,62.29
89.60,77.73
